pcode,name,hierarchy,parent_pcode
PH071241004,Bahaybahay,ASM4,PH071241000
PH012919002,Bahet,ASM4,PH012919000
PH051714002,Bahi,ASM4,PH051714000
PH071201001,Bahi,ASM4,PH071201000
PH071230007,Bahi,ASM4,PH071230000
PH118205006,Bahi,ASM4,PH118205000
PH166801002,Bahi,ASM4,PH166801000
PH174003006,Bahi,ASM4,PH174003000
PH074621002,Bahi-an,ASM4,PH074621000
PH071229004,Bahian,ASM4,PH071229000
PH175316008,Bahile,ASM4,PH175316000
PH061909008,Bahit,ASM4,PH061909000
PH061910005,Bahit,ASM4,PH061910000
PH141110004,Bahong,ASM4,PH141110000
PH060602003,Bahuyan,ASM4,PH060602000
PH126501001,Bai Sarifinang,ASM4,PH126501000
PH072209002,Baigad,ASM4,PH072209000
PH104305002,Baikingon,ASM4,PH104305000
PH013317002,Bail,ASM4,PH013317000
PH061912004,Bailan,ASM4,PH061912000
PH166721004,Bailan,ASM4,PH166721000
PH150702004,Baimbing,ASM4,PH150702000
PH072206004,Bairan,ASM4,PH072206000
PH072234002,Bairan,ASM4,PH072234000
PH083743003,Bairan,ASM4,PH083743000
PH074624002,Bairan,ASM4,PH074624000
PH153604004,Bairan (Pob.),ASM4,PH153604000
PH153829001,Baital,ASM4,PH153829000
PH150705027,Baiwas,ASM4,PH150705000
PH086003009,Baja,ASM4,PH086003000
PH166818005,Bajao,ASM4,PH166818000
PH063028012,Baje,ASM4,PH063028000
PH063013062,Baje San Julian,ASM4,PH063013000
PH074610002,Bajumpandan,ASM4,PH074610000
PH153807005,Baka,ASM4,PH153807000
PH031415021,Baka-bakahan,ASM4,PH031415000
PH063044013,Bakabak,ASM4,PH063044000
PH141102004,Bakakeng Central,ASM4,PH141102000
PH141102005,Bakakeng North,ASM4,PH141102000
PH051608003,Bakal,ASM4,PH051608000
PH034930004,Bakal I,ASM4,PH034930000
PH034930005,Bakal II,ASM4,PH034930000
PH034930006,Bakal III,ASM4,PH034930000
PH153829002,Bakat,ASM4,PH153829000
PH153837001,Bakat,ASM4,PH153837000
PH157009015,Bakaw-bakaw,ASM4,PH157009000
PH034903006,Bakero,ASM4,PH034903000
PH063022009,Bakhaw,ASM4,PH063022000
PH072221003,Bakhawan,ASM4,PH072221000
PH097302010,Baki,ASM4,PH097302000
PH043416002,Bakia,ASM4,PH043416000
PH051606007,Bakiad,ASM4,PH051606000
PH060618001,Bakiang,ASM4,PH060618000
PH074611001,Bakid,ASM4,PH074611000
PH104308005,Bakidbakid,ASM4,PH104308000
PH153639001,Bakikis,ASM4,PH153639000
PH071220004,Bakilid,ASM4,PH071220000
PH072230002,Bakilid,ASM4,PH072230000
PH097303001,Baking,ASM4,PH097303000
PH097333001,Baking,ASM4,PH097333000
PH160303002,Bakingking,ASM4,PH160303000
PH025003001,Bakir,ASM4,PH025003000
PH015531002,Bakitbakit,ASM4,PH015531000
PH015524012,Bakitiw,ASM4,PH015524000
PH156615001,Bakkaan,ASM4,PH156615000
PH034903007,Bakod Bayan,ASM4,PH034903000
PH156611002,Bakong,ASM4,PH156611000
PH157004001,Bakong,ASM4,PH157004000
PH157009001,Bakong,ASM4,PH157009000
PH156607002,Bakud,ASM4,PH156607000
PH156612001,Bakud,ASM4,PH156612000
PH072252006,Bakyawan,ASM4,PH072252000
PH104308006,Bal-ason,ASM4,PH104308000
PH015539001,Bal-loy,ASM4,PH015539000
PH141102068,Bal-Marcoville (Marcoville),ASM4,PH141102000
PH074605002,Bal-os,ASM4,PH074605000
PH072233002,Bala,ASM4,PH072233000
PH074612005,Bala-as,ASM4,PH074612000
PH072205004,Balaas,ASM4,PH072205000
PH074615003,Balaas,ASM4,PH074615000
PH050514007,Balaba,ASM4,PH050514000
PH103514002,Balabacun,ASM4,PH103514000
PH060412002,Balabag,ASM4,PH060412000
PH063003003,Balabag,ASM4,PH063003000
PH063012008,Balabag,ASM4,PH063012000
PH063018004,Balabag,ASM4,PH063018000
PH063032003,Balabag,ASM4,PH063032000
PH063036004,Balabag,ASM4,PH063036000
PH063043004,Balabag,ASM4,PH063043000
PH112403002,Balabag,ASM4,PH112403000
PH124704003,Balabag,ASM4,PH124704000
PH064516003,Balabag,ASM4,PH064516000
PH074623002,Balabag East,ASM4,PH074623000
PH074623003,Balabag West,ASM4,PH074623000
PH063002008,Balabago,ASM4,PH063002000
PH063022010,Balabago,ASM4,PH063022000
PH063040006,Balabago,ASM4,PH063040000
PH050511001,Balabagon,ASM4,PH050511000
PH072233003,Balabagon,ASM4,PH072233000
PH124712003,Balabak,ASM4,PH124712000
PH097338001,Balabawan,ASM4,PH097338000
PH060606003,Balac-balac,ASM4,PH060606000
PH015530003,Balacag,ASM4,PH015530000
PH104326001,Balacanas,ASM4,PH104326000
PH124711003,Balacayon,ASM4,PH124711000
PH097221008,Balacbaan,ASM4,PH097221000
PH082604004,Balacdas,ASM4,PH082604000
PH087806002,Balacson,ASM4,PH087806000
PH060410004,Balactasan,ASM4,PH060410000
PH050510003,Balading,ASM4,PH050510000
PH175310001,Balading,ASM4,PH175310000
PH060614006,Baladjay,ASM4,PH060614000
PH015513002,Balagan,ASM4,PH015513000
PH021526003,Balagan,ASM4,PH021526000
PH023131039,Balagan,ASM4,PH023131000
PH021528010,Balagao,ASM4,PH021528000
PH174001005,Balagasan,ASM4,PH174001000
PH103512001,Balagatasa,ASM4,PH103512000
PH086416002,Balagawan,ASM4,PH086416000
PH025703005,Balagbag,ASM4,PH025703000
PH041002001,Balagbag,ASM4,PH041002000
PH041009001,Balagbag,ASM4,PH041009000
PH041023002,Balagbag,ASM4,PH041023000
PH051721003,Balagbag,ASM4,PH051721000
PH063025006,Balagiao,ASM4,PH063025000
PH104302001,Balagnan,ASM4,PH104302000
PH052006002,Balagñonan,ASM4,PH052006000
PH082605001,Balagon,ASM4,PH082605000
PH098313002,Balagon,ASM4,PH098313000
PH041005003,Balagtas,ASM4,PH041005000
PH045649002,Balagtas,ASM4,PH045649000
PH083733001,Balagtas,ASM4,PH083733000
PH030810003,Balagtas (Pob.),ASM4,PH030810000
PH150702005,Balagtasan,ASM4,PH150702000
PH041022005,Balagtasin,ASM4,PH041022000
PH041024003,Balagtasin,ASM4,PH041024000
PH041022006,Balagtasin I,ASM4,PH041022000
PH175314002,Balaguen,ASM4,PH175314000
PH097219002,Balagunan,ASM4,PH097219000
PH112318001,Balagunan,ASM4,PH112318000
PH153614004,Balagunun,ASM4,PH153614000
PH153634003,Balagunun,ASM4,PH153634000
PH153636005,Balaigay,ASM4,PH153636000
PH140110003,Balais,ASM4,PH140110000
PH097213002,Balakan,ASM4,PH097213000
PH141108001,Balakbak,ASM4,PH141108000
PH041011002,Balakilong,ASM4,PH041011000
PH175322001,Balala,ASM4,PH175322000
PH012903003,Balaleng,ASM4,PH012903000
PH043415005,Balanac,ASM4,PH043415000
PH043416004,Balanac,ASM4,PH043416000
PH050508006,Balanac,ASM4,PH050508000
PH063023007,Balanac,ASM4,PH063023000
PH045649003,Balanacan,ASM4,PH045649000
PH174004003,Balanacan,ASM4,PH174004000
PH097305032,Balanagan,ASM4,PH097305000
PH153806005,Balanakan,ASM4,PH153806000
PH153836003,Balanakan,ASM4,PH153836000
PH041010002,Balanga,ASM4,PH041010000
PH041012006,Balanga,ASM4,PH041012000
PH025010006,Balangabang,ASM4,PH025010000
PH098303001,Balangao,ASM4,PH098303000
PH144405002,Balangao,ASM4,PH144405000
PH097322002,Balangasan (Pob.),ASM4,PH097322000
PH015545002,Balangay,ASM4,PH015545000
PH160212002,Balangbalang,ASM4,PH160212000
PH142706004,Balangbang,ASM4,PH142706000
PH050514008,Balangibang,ASM4,PH050514000
PH063017006,Balangigan,ASM4,PH063017000
PH101309001,Balangigay,ASM4,PH101309000
PH034909002,Balangkare Norte,ASM4,PH034909000
PH034909003,Balangkare Sur,ASM4,PH034909000
PH137504003,Balangkas,ASM4,PH137504000
PH015503004,Balangobong,ASM4,PH015503000
PH015512001,Balangobong,ASM4,PH015512000
PH015522003,Balangobong,ASM4,PH015522000
PH041001004,Balangon,ASM4,PH041001000
PH118602002,Balangonan,ASM4,PH118602000
PH021526004,Balanni,ASM4,PH021526000
PH036907001,Balanoy,ASM4,PH036907000
PH098312001,Balansag,ASM4,PH098312000
PH175106001,Balansay,ASM4,PH175106000
PH035408001,Balantacan,ASM4,PH035408000
PH063020004,Balantad-Carlos Fruto (Pob.),ASM4,PH063020000
PH063022011,Balantang,ASM4,PH063022000
PH054108001,Balantay,ASM4,PH054108000
PH034908019,Balante,ASM4,PH034908000
PH034917002,Balante,ASM4,PH034917000
PH083725004,Balante,ASM4,PH083725000
PH086002017,Balante,ASM4,PH086002000
PH036916008,Balanti,ASM4,PH036916000
PH063005003,Balanti-an,ASM4,PH063005000
PH150713002,Balanting,ASM4,PH150713000
PH143201002,Balantoy,ASM4,PH143201000
PH072210003,Balao,ASM4,PH072210000
PH083708005,Balao,ASM4,PH083708000
PH083710004,Balao,ASM4,PH083710000
PH175101001,Balao,ASM4,PH175101000
PH144410002,Balaoa,ASM4,PH144410000
PH036910005,Balaoang,ASM4,PH036910000
PH013317003,Balaoc,ASM4,PH013317000
PH051706003,Balaogan,ASM4,PH051706000
PH012815004,Balaoi,ASM4,PH012815000
PH031421002,Balaong,ASM4,PH031421000
PH101306003,Balaoro,ASM4,PH101306000
PH087803001,Balaquid,ASM4,PH087803000
PH034909004,Balaring,ASM4,PH034909000
PH061905003,Balaring,ASM4,PH061905000
PH174001006,Balaring,ASM4,PH174001000
PH064526001,Balaring,ASM4,PH064526000
PH035404001,Balas,ASM4,PH035404000
PH035413003,Balas,ASM4,PH035413000
PH041030003,Balas,ASM4,PH041030000
PH097205002,Balas,ASM4,PH097205000
PH097302011,Balas,ASM4,PH097302000
PH150702006,Balas,ASM4,PH150702000
PH050511002,Balasbas,ASM4,PH050511000
PH148103005,Balasi,ASM4,PH148103000
PH112406005,Balasiao,ASM4,PH112406000
PH023106004,Balasig,ASM4,PH023106000
PH031423002,Balasing,ASM4,PH031423000
PH112414001,Balasinon,ASM4,PH112414000
PH061908002,Balat-an,ASM4,PH061908000
PH084803003,Balat-balud,ASM4,PH084803000
PH045641003,Balat Atis,ASM4,PH045641000
PH104215002,Balatacan,ASM4,PH104215000
PH097220001,Balatakan,ASM4,PH097220000
PH097222008,Balatakan,ASM4,PH097222000
PH099701004,Balatanay,ASM4,PH099701000
PH051724004,Balatas,ASM4,PH051724000
PH051708001,Balatasan,ASM4,PH051708000
PH175204002,Balatasan,ASM4,PH175204000
PH041015002,Balatbat,ASM4,PH041015000
PH175211002,Balatero,ASM4,PH175211000
PH086018001,Balatguti,ASM4,PH086018000
PH124712004,Balatican,ASM4,PH124712000
PH063013011,Balaticon,ASM4,PH063013000
PH153630002,Balatin,ASM4,PH153630000
PH143208002,Balatoc,ASM4,PH143208000
PH052009001,Balatohan,ASM4,PH052009000
PH051717005,Balaton,ASM4,PH051717000
PH031418001,Balatong A,ASM4,PH031418000
PH031418002,Balatong B,ASM4,PH031418000
PH083710005,Balatson,ASM4,PH083710000
PH021509002,Balatubat,ASM4,PH021509000
PH054113003,Balatucan,ASM4,PH054113000
PH061910006,Balatucan,ASM4,PH061910000
PH175907002,Balatucan,ASM4,PH175907000
PH153822001,Balatungkayo (Batungkayo),ASM4,PH153822000
PH021504011,Balauini,ASM4,PH021504000
PH143213005,Balawag,ASM4,PH143213000
PH153634005,Balawag,ASM4,PH153634000
PH013301002,Balawarte,ASM4,PH013301000
PH012913001,Balaweg,ASM4,PH012913000
PH054101005,Balawing,ASM4,PH054101000
PH142701021,Balawis,ASM4,PH142701000
PH015532008,Balaya,ASM4,PH015532000
PH074603001,Balayagmanok,ASM4,PH074603000
PH074623004,Balayagmanok,ASM4,PH074623000
PH015503005,Balayang,ASM4,PH015503000
PH036917002,Balayang,ASM4,PH036917000
PH045627004,Balaybalay,ASM4,PH045627000
PH037104001,Balaybay,ASM4,PH037104000
PH015511011,Balaybuaya,ASM4,PH015511000
PH072224001,Balaygtiki,ASM4,PH072224000
PH043406001,Balayhangin,ASM4,PH043406000
PH051715004,Balaynan,ASM4,PH051715000
PH015532009,Balayong,ASM4,PH015532000
PH031410006,Balayong,ASM4,PH031410000
PH041006006,Balayong,ASM4,PH041006000
PH043416005,Balayong,ASM4,PH043416000
PH043417004,Balayong,ASM4,PH043417000
PH074616002,Balayong,ASM4,PH074616000
PH041019002,Balaytigui,ASM4,PH041019000
PH086022004,Balbagan,ASM4,PH086022000
PH101804003,Balbagon,ASM4,PH101804000
PH071220005,Balbalan,ASM4,PH071220000
PH143201003,Balbalan Proper,ASM4,PH143201000
PH143201004,Balbalasang,ASM4,PH143201000
PH013315004,Balbalayang,ASM4,PH013315000
PH012931008,Balbalayang (Pob.),ASM4,PH012931000
PH012803005,Balbaldez,ASM4,PH012803000
PH034911005,Balbalino,ASM4,PH034911000
PH013316004,Balballosa,ASM4,PH013316000
PH036917003,Balbaloto,ASM4,PH036917000
PH034916008,Balbalungao,ASM4,PH034916000
PH067902005,Balcon Maravilla,ASM4,PH067902000
PH067902006,Balcon Melliza,ASM4,PH067902000
PH175322002,Baldat,ASM4,PH175322000
PH157010001,Baldatal Islam,ASM4,PH157010000
PH036915001,Baldios,ASM4,PH036915000
PH052006003,Baldoc,ASM4,PH052006000
PH015532010,Baldog,ASM4,PH015532000
PH063022012,Baldoza,ASM4,PH063022000
PH083720003,Baldoza,ASM4,PH083720000
PH013311007,Balecbec,ASM4,PH013311000
PH160205001,Baleguian,ASM4,PH160205000
PH041031008,Balele,ASM4,PH041031000
PH023136005,Balelleng,ASM4,PH023136000
PH143208015,Balenciagao Sur,ASM4,PH143208000
PH112402009,Balengaeng,ASM4,PH112402000
PH128004002,Bales,ASM4,PH128004000
PH045636003,Balesin,ASM4,PH045636000
PH112317005,Balet,ASM4,PH112317000
PH025006002,Balete,ASM4,PH025006000
PH025010024,Balete,ASM4,PH025010000
PH025012014,Balete,ASM4,PH025012000
PH036916009,Balete,ASM4,PH036916000
PH041005004,Balete,ASM4,PH041005000
PH041025002,Balete,ASM4,PH041025000
PH054101006,Balete,ASM4,PH054101000
PH056216038,Balete,ASM4,PH056216000
PH124706049,Balete,ASM4,PH124706000
PH175206004,Balete,ASM4,PH175206000
PH166802002,Balete (Pob.),ASM4,PH166802000
PH015503008,Baleyadaan,ASM4,PH015503000
PH072207002,Balhaan,ASM4,PH072207000
PH043421001,Balian,ASM4,PH043421000
PH098311001,Balian,ASM4,PH098311000
PH072223001,Baliang,ASM4,PH072223000
PH126509003,Baliango,ASM4,PH126509000
PH166808001,Balibadon,ASM4,PH166808000
PH063021007,Balibagan,ASM4,PH063021000
PH063043005,Balibagan Este,ASM4,PH063043000
PH063043006,Balibagan Oeste,ASM4,PH063043000
PH035401003,Balibago,ASM4,PH035401000
PH035412004,Balibago,ASM4,PH035412000
PH041008003,Balibago,ASM4,PH041008000
PH041013003,Balibago,ASM4,PH041013000
PH041015003,Balibago,ASM4,PH041015000
PH041021004,Balibago,ASM4,PH041021000
PH043428002,Balibago,ASM4,PH043428000
PH045607010,Balibago,ASM4,PH045607000
PH045806002,Balibago,ASM4,PH045806000
PH036916010,Balibago I,ASM4,PH036916000
PH036916011,Balibago II,ASM4,PH036916000
PH166724006,Balibayon,ASM4,PH166724000
PH064513002,Balicotoc,ASM4,PH064513000
PH063046008,Balicua,ASM4,PH063046000
PH084811001,Balicuatro,ASM4,PH084811000
PH012916003,Balidbid,ASM4,PH012916000
PH072244009,Balidbid,ASM4,PH072244000
PH097302012,Balide,ASM4,PH097302000
PH050502002,Baligang,ASM4,PH050502000
PH050508007,Baligang,ASM4,PH050508000
PH012805003,Baligat,ASM4,PH012805000
PH023114013,Baligatan,ASM4,PH023114000
PH015537002,Baligayan,ASM4,PH015537000
PH061907004,Balighot,ASM4,PH061907000
PH156618001,Baligtang,ASM4,PH156618000
PH051729003,Baliguian,ASM4,PH051729000
PH174005006,Baliis,ASM4,PH174005000
PH061914003,Balijuagan,ASM4,PH061914000
PH124709006,Baliki,ASM4,PH124709000
PH175103003,Balikyas,ASM4,PH175103000
PH101310003,Balila,ASM4,PH101310000
PH071225002,Balili,ASM4,PH071225000
PH103505004,Balili,ASM4,PH103505000
PH141110005,Balili,ASM4,PH141110000
PH141111001,Balili,ASM4,PH141111000
PH144404003,Balili,ASM4,PH144404000
PH074623005,Balili,ASM4,PH074623000
PH025012003,Baliling,ASM4,PH025012000
PH083715001,Balilit,ASM4,PH083715000
PH083717003,Balilit,ASM4,PH083717000
PH041007003,Balimbing,ASM4,PH041007000
PH041026003,Balimbing,ASM4,PH041026000
PH043417005,Balimbing,ASM4,PH043417000
PH174001007,Balimbing,ASM4,PH174001000
PH157001001,Balimbing Proper,ASM4,PH157001000
PH097330005,Balimbingan,ASM4,PH097330000
PH043413002,Balimbingan (Pob.),ASM4,PH043413000
PH097312003,Balimbingan (West Luya),ASM4,PH097312000
PH043417006,Balinacon,ASM4,PH043417000
PH050503005,Balinad,ASM4,PH050503000
PH050514009,Balinad,ASM4,PH050514000
PH045618005,Balinarin,ASM4,PH045618000
PH037110003,Balincaguing,ASM4,PH037110000
PH143208003,Balinciagao Norte,ASM4,PH143208000
PH124704004,Balindog,ASM4,PH124704000
PH012906010,Balingaoan,ASM4,PH012906000
PH137404013,Balingasa,ASM4,PH137404000
PH061901005,Balingasag,ASM4,PH061901000
PH063017007,Balingasag,ASM4,PH063017000
PH082617003,Balingasag,ASM4,PH082617000
PH083746003,Balingasag,ASM4,PH083746000
PH064502006,Balingasag,ASM4,PH064502000
PH098313005,Balingasan,ASM4,PH098313000
PH071247005,Balingasao,ASM4,PH071247000
PH015514002,Balingasay,ASM4,PH015514000
PH175205001,Balingayan,ASM4,PH175205000
PH015531003,Balingcanaway,ASM4,PH015531000
PH036916012,Balingcanaway,ASM4,PH036916000
PH021518004,Balingit,ASM4,PH021518000
PH034911006,Balingog East,ASM4,PH034911000
PH034911007,Balingog West,ASM4,PH034911000
PH015538002,Balingueo,ASM4,PH015538000
PH083701006,Balinsasayao,ASM4,PH083701000
PH101301001,Balintad,ASM4,PH101301000
PH103514003,Balintad,ASM4,PH103514000
PH104318002,Balintad,ASM4,PH104318000
PH153609002,Balintad,ASM4,PH153609000
PH153614003,Balintad,ASM4,PH153614000
PH153609032,Balintad A,ASM4,PH153609000
PH153634006,Balintao,ASM4,PH153634000
PH144402004,Balintaugan,ASM4,PH144402000
PH041014009,Balintawak,ASM4,PH041014000
PH071243002,Balintawak,ASM4,PH071243000
PH097302013,Balintawak,ASM4,PH097302000
PH097317001,Balintawak,ASM4,PH097317000
PH097322003,Balintawak,ASM4,PH097322000
PH101308003,Balintawak,ASM4,PH101308000
PH104210005,Balintawak,ASM4,PH104210000
PH064509002,Balintawak (Pob.),ASM4,PH064509000
PH023135003,Balintocatoc,ASM4,PH023135000
PH104201001,Balintonga,ASM4,PH104201000
PH012811001,Balioeg,ASM4,PH012811000
PH112402010,Baliok,ASM4,PH112402000
PH083706004,Balire,ASM4,PH083706000
PH083750002,Balire,ASM4,PH083750000
PH072234003,Balirong,ASM4,PH072234000
PH041029002,Balisong,ASM4,PH041029000
PH072205005,Balisong,ASM4,PH072205000
PH061908003,Balit,ASM4,PH061908000
PH160309008,Balit,ASM4,PH160309000
PH015524013,Balite,ASM4,PH015524000
PH025002018,Balite,ASM4,PH025002000
PH031407001,Balite,ASM4,PH031407000
PH031410007,Balite,ASM4,PH031410000
PH031421003,Balite,ASM4,PH031421000
PH034903008,Balite,ASM4,PH034903000
PH036911001,Balite,ASM4,PH036911000
PH041024004,Balite,ASM4,PH041024000
PH050504002,Balite,ASM4,PH050504000
PH052011003,Balite,ASM4,PH052011000
PH083751002,Balite,ASM4,PH083751000
PH084818003,Balite,ASM4,PH084818000
PH084819004,Balite,ASM4,PH084819000
PH087806017,Balite,ASM4,PH087806000
PH101805003,Balite,ASM4,PH101805000
PH166719002,Balite,ASM4,PH166719000
PH175205002,Balite,ASM4,PH175205000
PH175208068,Balite,ASM4,PH175208000
PH045808001,Balite (Pob.),ASM4,PH045808000
PH042118003,Balite I,ASM4,PH042118000
PH042118004,Balite II,ASM4,PH042118000
PH015532011,Balite Sur,ASM4,PH015532000
PH035403002,Baliti,ASM4,PH035403000
PH035416002,Baliti,ASM4,PH035416000
PH041008004,Balitoc,ASM4,PH041008000
PH043408004,Balitoc,ASM4,PH043408000
PH128002001,Baliton,ASM4,PH128002000
PH021519003,Baliuag,ASM4,PH021519000
PH051722004,Baliuag Nuevo,ASM4,PH051722000
PH051722005,Baliuag Viejo,ASM4,PH051722000
PH157007002,Baliungan,ASM4,PH157007000
PH012920002,Baliw,ASM4,PH012920000
PH012930003,Baliw,ASM4,PH012930000
PH083719005,Baliw,ASM4,PH083719000
PH012926004,Baliw Daya,ASM4,PH012926000
PH012926005,Baliw Laud,ASM4,PH012926000
PH042112001,Baliwag,ASM4,PH042112000
PH104302003,Baliwagan,ASM4,PH104302000
PH064525002,Baliwagan,ASM4,PH064525000
PH072208027,Baliwagan (Pob.),ASM4,PH072208000
PH148104002,Baliwanan,ASM4,PH148104000
PH097332004,Baliwasan,ASM4,PH097332000
PH023133003,Ballacayu,ASM4,PH023133000
PH023114014,Ballacong,ASM4,PH023114000
PH015508004,Ballag,ASM4,PH015508000
PH012930002,Ballaigui (Pob.),ASM4,PH012930000
PH157007044,Ballak,ASM4,PH157007000
PH021508001,Ballang,ASM4,PH021508000
PH013307005,Ballay,ASM4,PH013307000
PH141107003,Ballay,ASM4,PH141107000
PH143209006,Ballayangon,ASM4,PH143209000
PH023103004,Ballesteros,ASM4,PH023103000
PH023104030,Balliao,ASM4,PH023104000
PH015548021,Balligi,ASM4,PH015548000
PH025704003,Balligui,ASM4,PH025704000
PH036913001,Balloc,ASM4,PH036913000
PH013303006,Ballogo,ASM4,PH013303000
PH060607007,Balloscas,ASM4,PH060607000
PH141112003,Balluay,ASM4,PH141112000
PH148103006,Balluyan,ASM4,PH148103000
PH084820001,Balnasan,ASM4,PH084820000
PH112407002,Balnate,ASM4,PH112407000
PH045620008,Balobo,ASM4,PH045620000
PH150702007,Balobo,ASM4,PH150702000
PH097307005,Baloboan,ASM4,PH097307000
PH034929002,Baloc,ASM4,PH034929000
PH054108002,Balocawe,ASM4,PH054108000
PH056212001,Balocawe,ASM4,PH056212000
PH083701007,Balocawe,ASM4,PH083701000
PH086007002,Balocawe,ASM4,PH086007000
PH086024002,Balocawe,ASM4,PH086024000
PH082617004,Balocawe (Pob.),ASM4,PH082617000
PH083701008,Balocawehay,ASM4,PH083701000
PH015522004,Balococ,ASM4,PH015522000
PH015532012,Balococ,ASM4,PH015532000
PH037106001,Baloganon,ASM4,PH037106000
PH015513003,Balogo,ASM4,PH015513000
PH050512005,Balogo,ASM4,PH050512000
PH051727004,Balogo,ASM4,PH051727000
PH061911001,Balogo,ASM4,PH061911000
PH082603001,Balogo,ASM4,PH082603000
PH086015005,Balogo,ASM4,PH086015000
PH098311021,Balogo,ASM4,PH098311000
PH124711004,Balogo,ASM4,PH124711000
PH174001008,Balogo,ASM4,PH174001000
PH174005007,Balogo,ASM4,PH174005000
PH175303001,Balogo,ASM4,PH175303000
PH175902001,Balogo,ASM4,PH175902000
PH175904001,Balogo,ASM4,PH175904000
PH074611002,Balogo,ASM4,PH074611000
PH056216039,Balogo (Bacon District),ASM4,PH056216000
PH056216003,Balogo (Sorsogon East District),ASM4,PH056216000
PH097203001,Balok,ASM4,PH097203000
PH097215001,Balok,ASM4,PH097215000
PH097218057,Balok,ASM4,PH097218000
PH076102002,Balolang,ASM4,PH076102000
PH015528004,Baloling,ASM4,PH015528000
PH076101001,Balolong,ASM4,PH076101000
PH051708002,Balombon,ASM4,PH051708000
PH104216001,Balon,ASM4,PH104216000
PH030807013,Balon-Anito,ASM4,PH030807000
PH097318040,Balonai,ASM4,PH097318000
PH124712005,Balong,ASM4,PH124712000
PH143213006,Balong,ASM4,PH143213000
PH153806006,Balong,ASM4,PH153806000
PH153834001,Balong,ASM4,PH153834000
PH097338002,Balong-balong,ASM4,PH097338000
PH137405002,Balong-Bato,ASM4,PH137405000
PH137404135,Balong Bato,ASM4,PH137404000
PH086020004,Balonga-as,ASM4,PH086020000
PH097343003,Balongating,ASM4,PH097343000
PH051708003,Balongay,ASM4,PH051708000
PH086411002,Balongbalong,ASM4,PH086411000
PH097220002,Balonkan,ASM4,PH097220000
PH086002004,Baloog,ASM4,PH086002000
PH083710006,Balorinay,ASM4,PH083710000
PH034906001,Baloy,ASM4,PH034906000
PH097322004,Baloyboan,ASM4,PH097322000
PH013317004,Balsaan,ASM4,PH013317000
PH042115002,Balsahan,ASM4,PH042115000
PH042111014,Balsahan-Bisita,ASM4,PH042111000
PH025008015,Balsain,ASM4,PH025008000
PH030805004,Balsic,ASM4,PH030805000
PH141102007,Balsigan,ASM4,PH141102000
PH126303003,Baluan,ASM4,PH126303000
PH012916004,Baluarte,ASM4,PH012916000
PH023135004,Baluarte,ASM4,PH023135000
PH071209004,Baluarte,ASM4,PH071209000
PH104324001,Baluarte,ASM4,PH104324000
PH031405002,Balubad,ASM4,PH031405000
PH035415004,Balubad,ASM4,PH035415000
PH042118005,Balubad,ASM4,PH042118000
PH043413003,Balubad,ASM4,PH043413000
PH045603002,Balubad,ASM4,PH045603000
PH045645002,Balubal,ASM4,PH045645000
PH104305004,Balubal,ASM4,PH104305000
PH097211001,Balubo,ASM4,PH097211000
PH160303033,Balubo,ASM4,PH160303000
PH097212020,Balubohan,ASM4,PH097212000
PH097220003,Balubuan,ASM4,PH097220000
PH083714001,Balucanad,ASM4,PH083714000
PH098313001,Balucanan,ASM4,PH098313000
PH061902004,Balucuan,ASM4,PH061902000
PH061916003,Balucuan,ASM4,PH061916000
PH035402001,Balucuc,ASM4,PH035402000
PH060607008,Balud,ASM4,PH060607000
PH063018005,Balud,ASM4,PH063018000
PH072222003,Balud,ASM4,PH072222000
PH072241002,Balud,ASM4,PH072241000
PH082604005,Balud,ASM4,PH082604000
PH082619005,Balud,ASM4,PH082619000
PH083706005,Balud,ASM4,PH083706000
PH083714002,Balud,ASM4,PH083714000
PH083748005,Balud,ASM4,PH083748000
PH084820002,Balud,ASM4,PH084820000
PH084822001,Balud,ASM4,PH084822000
PH086016005,Balud,ASM4,PH086016000
PH082601002,Balud (Pob.),ASM4,PH082601000
