pcode,name,hierarchy,parent_pcode
PH037704009,Simbahan,ASM4,PH037704000
PH156608013,Simbahan (Pob.),ASM4,PH156608000
PH160201028,Simbalan,ASM4,PH160201000
PH021525016,Simbaluca,ASM4,PH021525000
PH150702070,Simbangon,ASM4,PH150702000
PH126317015,Simbo,ASM4,PH126317000
PH098306025,Simbol,ASM4,PH098306000
PH060606042,Simbola,ASM4,PH060606000
PH074616015,Simborio,ASM4,PH074616000
PH103508025,Simbuco,ASM4,PH103508000
PH124703022,Simbuhay,ASM4,PH124703000
PH023126023,Simimbaan,ASM4,PH023126000
PH037112016,Siminublan,ASM4,PH037112000
PH041005101,Simlong,ASM4,PH041005000
PH063022170,Simon Ledesma,ASM4,PH063022000
PH124703023,Simone,ASM4,PH124703000
PH084808050,Simora,ASM4,PH084808000
PH084814028,Simora,ASM4,PH084814000
PH103509027,Simpak,ASM4,PH103509000
PH021525011,Simpatuyo,ASM4,PH021525000
PH175316056,Simpocan,ASM4,PH175316000
PH063013064,Simsiman,ASM4,PH063013000
PH063025067,Simsiman,ASM4,PH063025000
PH124711036,Simsiman,ASM4,PH124711000
PH126311020,Simsiman,ASM4,PH126311000
PH153824008,Simuay/Seashore,ASM4,PH153824000
PH112503008,Simulao,ASM4,PH112503000
PH097214033,Sinaad,ASM4,PH097214000
PH104213020,Sinaad,ASM4,PH104213000
PH012903026,Sinabaan,ASM4,PH012903000
PH012923007,Sinabaan,ASM4,PH012923000
PH015510018,Sinabaan,ASM4,PH015510000
PH015544058,Sinabaan,ASM4,PH015544000
PH037103016,Sinabacan,ASM4,PH037103000
PH023102056,Sinabbaran,ASM4,PH023102000
PH023112058,Sinabbaran,ASM4,PH023112000
PH061901022,Sinabsaban,ASM4,PH061901000
PH101321028,Sinabuagan,ASM4,PH101321000
PH141103010,Sinacbat,ASM4,PH141103000
PH045607078,Sinag,ASM4,PH045607000
PH050505023,Sinagaran,ASM4,PH050505000
PH051712027,Sinagawsawan,ASM4,PH051712000
PH043414013,Sinagtala (Pob.),ASM4,PH043414000
PH097323028,Sinaguing,ASM4,PH097323000
PH097214034,Sinai,ASM4,PH097214000
PH104314010,Sinai,ASM4,PH104314000
PH160314020,Sinai,ASM4,PH160314000
PH023123017,Sinait,ASM4,PH023123000
PH036916084,Sinait,ASM4,PH036916000
PH060603011,Sinaja,ASM4,PH060603000
PH020905005,Sinakan (Pob.),ASM4,PH020905000
PH071213025,Sinakayanan,ASM4,PH071213000
PH126510021,Sinakulay,ASM4,PH126510000
PH160303048,Sinakungan,ASM4,PH160303000
PH041006044,Sinala,ASM4,PH041006000
PH104310014,Sinalac,ASM4,PH104310000
PH086004039,Sinalangtan,ASM4,PH086004000
PH084814029,Sinalaran,ASM4,PH084814000
PH043428022,Sinalhan,ASM4,PH043428000
PH042101017,Sinaliw Malaki,ASM4,PH042101000
PH042101018,Sinaliw na Munti,ASM4,PH042101000
PH056212036,Sinalmacan,ASM4,PH056212000
PH104307015,Sinaloc,ASM4,PH104307000
PH054111027,Sinalongan,ASM4,PH054111000
PH023128020,Sinalugan,ASM4,PH023128000
PH097202019,Sinaman,ASM4,PH097202000
PH012811019,Sinamar,ASM4,PH012811000
PH023126024,Sinamar,ASM4,PH023126000
PH023132031,Sinamar Norte,ASM4,PH023132000
PH023132032,Sinamar Sur,ASM4,PH023132000
PH063002043,Sinamay,ASM4,PH063002000
PH061911023,Sinamongan,ASM4,PH061911000
PH104201031,Sinampongan,ASM4,PH104201000
PH071246044,Sinandigan,ASM4,PH071246000
PH175211009,Sinandigan,ASM4,PH175211000
PH056212037,Sinang-Atan,ASM4,PH056212000
PH101304029,Sinangguyan,ASM4,PH101304000
PH101312064,Sinanglanan,ASM4,PH101312000
PH086003142,Sinantan,ASM4,PH086003000
PH023127021,Sinaoangan Norte,ASM4,PH023127000
PH023127022,Sinaoangan Sur,ASM4,PH023127000
PH013316039,Sinapangan,ASM4,PH013316000
PH124705032,Sinapangan,ASM4,PH124705000
PH013305034,Sinapangan Norte,ASM4,PH013305000
PH013306035,Sinapangan Norte,ASM4,PH013306000
PH013305035,Sinapangan Sur,ASM4,PH013305000
PH013306036,Sinapangan Sur,ASM4,PH013306000
PH025012010,Sinapaoan,ASM4,PH025012000
PH067902030,Sinapsapan,ASM4,PH067902000
PH126502027,Sinapulan,ASM4,PH126502000
PH104207021,Sinara Alto,ASM4,PH104207000
PH104207022,Sinara Bajo,ASM4,PH104207000
PH112410032,Sinaragan,ASM4,PH112410000
PH034921013,Sinasajan,ASM4,PH034921000
PH126303026,Sinawal,ASM4,PH126303000
PH112403024,Sinawilan,ASM4,PH112403000
PH112410033,Sinawilan,ASM4,PH112410000
PH124705033,Sinawingan,ASM4,PH124705000
PH101321029,Sinayawan,ASM4,PH101321000
PH112404025,Sinayawan,ASM4,PH112404000
PH101309009,Sinaysayan (Dalurong),ASM4,PH101309000
PH063027027,Sincua,ASM4,PH063027000
PH035416036,Sindalan,ASM4,PH035416000
PH086408021,Sindangan,ASM4,PH086408000
PH104325017,Sindangan,ASM4,PH104325000
PH112315035,Sindaton,ASM4,PH112315000
PH037110012,Sindol,ASM4,PH037110000
PH023114096,Sindon Bayabo,ASM4,PH023114000
PH023114097,Sindon Maride,ASM4,PH023114000
PH042103022,Sineguelasan,ASM4,PH042103000
PH036901023,Sinense,ASM4,PH036901000
PH034919012,Singalat,ASM4,PH034919000
PH104204015,Singalat,ASM4,PH104204000
PH124704038,Singao,ASM4,PH124704000
PH097204013,Singaran,ASM4,PH097204000
PH036906043,Singat,ASM4,PH036906000
PH036911018,Singat,ASM4,PH036911000
PH097203021,Singatong,ASM4,PH097203000
PH060410022,Singay,ASM4,PH060410000
PH063031016,Singay,ASM4,PH063031000
PH064501055,Singcang-Airport,ASM4,PH064501000
PH153636030,Singcara,ASM4,PH153636000
PH097343017,Singclot,ASM4,PH097343000
PH051612019,Singi,ASM4,PH051612000
PH137602027,Singkamas,ASM4,PH137602000
PH156612056,Singko,ASM4,PH156612000
PH063046043,Singon,ASM4,PH063046000
PH072208024,Singsing,ASM4,PH072208000
PH104202013,Sinian,ASM4,PH104202000
PH063016028,Siniba-an,ASM4,PH063016000
PH056212038,Sinibaran,ASM4,PH056212000
PH021521025,Sinicking,ASM4,PH021521000
PH086003143,Sinidman Occidental,ASM4,PH086003000
PH086003144,Sinidman Oriental,ASM4,PH086003000
PH036910033,Sinigpit,ASM4,PH036910000
PH063022014,Sinikway (Bangkerohan Lapuz),ASM4,PH063022000
PH023135032,Sinili,ASM4,PH023135000
PH036903057,Sinilian 1st,ASM4,PH036903000
PH036903058,Sinilian 2nd,ASM4,PH036903000
PH036903059,Sinilian 3rd,ASM4,PH036903000
PH036903060,Sinilian Cacalibosoan,ASM4,PH036903000
PH034906048,Sinimbaan,ASM4,PH034906000
PH098306026,Sininan,ASM4,PH098306000
PH153830010,Sinipak,ASM4,PH153830000
PH097217015,Sinipay,ASM4,PH097217000
PH041027014,Sinipian,ASM4,PH041027000
PH043417044,Sinipian,ASM4,PH043417000
PH023104023,Sinipit,ASM4,PH023104000
PH034904022,Sinipit,ASM4,PH034904000
PH034902024,Sinipit (Pob.),ASM4,PH034902000
PH034926034,Sinipit Bubon,ASM4,PH034926000
PH023108067,Sinippil,ASM4,PH023108000
PH023125016,Sinippil,ASM4,PH023125000
PH023137048,Sinippil,ASM4,PH023137000
PH041007039,Sinisian,ASM4,PH041007000
PH041012048,Sinisian East,ASM4,PH041012000
PH041012049,Sinisian West,ASM4,PH041012000
PH086025026,Sinit-an,ASM4,PH086025000
PH124707035,Sinkatulan,ASM4,PH124707000
PH160313012,Sinobong,ASM4,PH160313000
PH063040076,Sinogbuhan,ASM4,PH063040000
PH126316012,Sinolon,ASM4,PH126316000
PH061908024,Sinondojan,ASM4,PH061908000
PH097201041,Sinonoc,ASM4,PH097201000
PH104214018,Sinonoc,ASM4,PH104214000
PH097308039,Sinonok,ASM4,PH097308000
PH112412015,Sinoron,ASM4,PH112412000
PH023135033,Sinsayon,ASM4,PH023135000
PH072217073,Sinsin,ASM4,PH072217000
PH144402022,Sinto,ASM4,PH144402000
PH045618050,Sintones,ASM4,PH045618000
PH041025015,Sinturisan,ASM4,PH041025000
PH045641020,Sinturisan,ASM4,PH045641000
PH063004026,Sinuagan,ASM4,PH063004000
PH063037049,Sinuagan,ASM4,PH063037000
PH063029044,Sinubsuban,ASM4,PH063029000
PH097332079,Sinubung,ASM4,PH097332000
PH101309031,Sinuda (Simod),ASM4,PH101309000
PH051712028,Sinuknipan I,ASM4,PH051712000
PH051712029,Sinuknipan II,ASM4,PH051712000
PH034911063,Sinulatan,ASM4,PH034911000
PH150707010,Sinulatan,ASM4,PH150707000
PH036903061,Sinulatan 1st,ASM4,PH036903000
PH036903062,Sinulatan 2nd,ASM4,PH036903000
PH060614042,Sinundolan,ASM4,PH060614000
PH050504046,Sinungtan,ASM4,PH050504000
PH097332080,Sinunoc,ASM4,PH097332000
PH035415033,Sinura,ASM4,PH035415000
PH098308036,Sinusayan,ASM4,PH098308000
PH097203022,Sinuyak,ASM4,PH097203000
PH104210046,Sinuza,ASM4,PH104210000
PH104216035,Sinuza,ASM4,PH104216000
PH015542018,Sioasio East,ASM4,PH015542000
PH015542019,Sioasio West,ASM4,PH015542000
PH072211027,Siocon,ASM4,PH072211000
PH118201014,Siocon,ASM4,PH118201000
PH063028075,Siol Norte,ASM4,PH063028000
PH063028076,Siol Sur,ASM4,PH063028000
PH156612057,Siolakan,ASM4,PH156612000
PH112317039,Sion (Zion),ASM4,PH112317000
PH156601029,Sionogan,ASM4,PH156601000
PH097225017,Sioran,ASM4,PH097225000
PH052005009,Sioron,ASM4,PH052005000
PH072252044,Siotes,ASM4,PH072252000
PH098307025,Sioton,ASM4,PH098307000
PH156612059,Siowing,ASM4,PH156612000
PH045629018,Sipa,ASM4,PH045629000
PH148107011,Sipa Proper,ASM4,PH148107000
PH060413020,Sipac,ASM4,PH060413000
PH104213021,Sipac,ASM4,PH104213000
PH137503001,Sipac-Almacen,ASM4,PH137503000
PH051717038,Sipaco,ASM4,PH051717000
PH097226010,Sipacong,ASM4,PH097226000
PH097220036,Sipakit,ASM4,PH097220000
PH097217016,Sipaloc,ASM4,PH097217000
PH156612060,Sipanding,ASM4,PH156612000
PH157005025,Sipangkot,ASM4,PH157005000
PH097212018,Sipaon,ASM4,PH097212000
PH097222005,Siparok,ASM4,PH097222000
PH031417020,Sipat,ASM4,PH031417000
PH097220037,Sipawa,ASM4,PH097220000
PH023114098,Sipay,ASM4,PH023114000
PH056210024,Sipaya,ASM4,PH056210000
PH050503051,Sipi,ASM4,PH050503000
PH052003023,Sipi,ASM4,PH052003000
PH063045049,Sipitan,ASM4,PH063045000
PH063020031,Sipitan-Badiang,ASM4,PH063020000
PH045807014,Sipsipin,ASM4,PH045807000
PH013303043,Sipulo,ASM4,PH013303000
PH083717053,Sirab,ASM4,PH083717000
PH051702013,Siramag (Pob.),ASM4,PH051702000
PH041005102,Sirang Lupa,ASM4,PH041005000
PH043405056,Sirang Lupa,ASM4,PH043405000
PH056216033,Sirangan (Pob.),ASM4,PH056216000
PH072217074,Sirao,ASM4,PH072217000
PH097220038,Sirawai Proper (Pob.),ASM4,PH097220000
PH112402104,Sirawan,ASM4,PH112402000
PH112402105,Sirib,ASM4,PH112402000
PH021501017,Sirit,ASM4,PH021501000
PH156612061,Sisangat,ASM4,PH156612000
PH098316019,Sisay,ASM4,PH098316000
PH045618051,Sisi,ASM4,PH045618000
PH056212039,Sisigon,ASM4,PH056212000
PH034902025,Sisilang na Ligaya (Pob.),ASM4,PH034902000
PH043407016,Sisilmin,ASM4,PH043407000
PH012905031,Sisim,ASM4,PH012905000
PH021519025,Sisim,ASM4,PH021519000
PH023137050,Sisim Abajo,ASM4,PH023137000
PH023137051,Sisim Alto,ASM4,PH023137000
PH030807011,Sisiman,ASM4,PH030807000
PH126507009,Sisiman,ASM4,PH126507000
PH118202040,Sisimon,ASM4,PH118202000
PH160313020,Sisimon,ASM4,PH160313000
PH045634037,Sisirin,ASM4,PH045634000
PH126501020,Sison,ASM4,PH126501000
PH128005014,Sison (Edenton),ASM4,PH128005000
PH157005004,Sitangkai Poblacion,ASM4,PH157005000
PH097203023,Sitog,ASM4,PH097203000
PH097211029,Situbo,ASM4,PH097211000
PH097214035,Situbo,ASM4,PH097214000
PH097221006,Situbo,ASM4,PH097221000
PH156612058,Siundoh,ASM4,PH156612000
PH056211031,Siuton,ASM4,PH056211000
PH012928036,Sived,ASM4,PH012928000
PH063029045,Siwalo,ASM4,PH063029000
PH063040077,Siwaragan,ASM4,PH063040000
PH084815029,"Sixto T. Balanguit, Sr.",ASM4,PH084815000
PH104213022,"Sixto Velez, Sr.",ASM4,PH104213000
PH061917052,Siya,ASM4,PH061917000
PH141102107,Slaughter House Area (Santo Niño Slaughter),ASM4,PH141102000
PH141102156,SLU-SVP Housing Village,ASM4,PH141102000
PH103508026,Small Banisilan,ASM4,PH103508000
PH103521001,Small Banisilon,ASM4,PH103521000
PH099701059,Small Kapatagan,ASM4,PH099701000
PH128002027,Small Margus,ASM4,PH128002000
PH103521013,Small Meladoc,ASM4,PH103521000
PH104206013,Small Potongan,ASM4,PH104206000
PH021514024,Smart (Pob.),ASM4,PH021514000
PH063022171,So-oc,ASM4,PH063022000
PH063007022,So-ol,ASM4,PH063007000
PH082613032,So-ong,ASM4,PH082613000
PH086006049,So-ong,ASM4,PH086006000
PH050510025,Soa,ASM4,PH050510000
PH052010028,Soboc,ASM4,PH052010000
PH015506021,Sobol,ASM4,PH015506000
PH015533023,Sobol,ASM4,PH015533000
PH015536036,Sobol,ASM4,PH015536000
PH112504018,Sobrecarey,ASM4,PH112504000
PH013309016,Sobredillo,ASM4,PH013309000
PH143209021,Socbot,ASM4,PH143209000
PH034902026,Social (Pob.),ASM4,PH034902000
PH045649034,Socorro,ASM4,PH045649000
PH086005059,Socorro,ASM4,PH086005000
PH137404115,Socorro,ASM4,PH137404000
PH083741027,Socsocon,ASM4,PH083741000
PH054102023,Sog-Ong,ASM4,PH054102000
PH050501051,Sogod,ASM4,PH050501000
PH050518027,Sogod,ASM4,PH050518000
PH051708049,Sogod,ASM4,PH051708000
PH051737040,Sogod,ASM4,PH051737000
PH052011061,Sogod-Simamla,ASM4,PH052011000
PH052011063,Sogod-Tibgao,ASM4,PH052011000
PH153613051,Sogod Kaloy,ASM4,PH153613000
PH153609020,Sogod Madaya,ASM4,PH153609000
PH056206033,Sogoy,ASM4,PH056206000
PH063007023,Sohoton,ASM4,PH063007000
PH072207023,Sohoton,ASM4,PH072207000
PH082604056,Sohutan,ASM4,PH082604000
PH071210030,Sojoton,ASM4,PH071210000
PH045603038,Sokol,ASM4,PH045603000
PH124716016,Solama,ASM4,PH124716000
PH104311013,Solana,ASM4,PH104311000
PH076105011,Solangon,ASM4,PH076105000
PH083748051,Solano,ASM4,PH083748000
PH098310016,Solar (Pob.),ASM4,PH098310000
PH153605028,Soldaroro,ASM4,PH153605000
PH034928019,Soledad,ASM4,PH034928000
PH043424079,Soledad,ASM4,PH043424000
PH045627040,Soledad,ASM4,PH045627000
PH051733026,Soledad (Pob.),ASM4,PH051733000
PH086021040,Soledad (Pob.),ASM4,PH086021000
PH035406032,Solib,ASM4,PH035406000
PH060414017,Solido,ASM4,PH060414000
PH060602037,Soligao,ASM4,PH060602000
PH104204016,Solinog,ASM4,PH104204000
PH041004012,Solis,ASM4,PH041004000
PH157006027,Sollogan,ASM4,PH157006000
PH051711044,Solnopan,ASM4,PH051711000
PH041016033,Solo,ASM4,PH041016000
PH061912023,Solo,ASM4,PH061912000
PH041015024,Soloc,ASM4,PH041015000
PH153824009,Solon,ASM4,PH153824000
PH050502036,Solong,ASM4,PH050502000
PH052009023,Solong,ASM4,PH052009000
PH060616069,Solong,ASM4,PH060616000
PH082605032,Solong,ASM4,PH082605000
PH074613026,Solongon,ASM4,PH074613000
PH112414021,Solongvale,ASM4,PH112414000
PH012920037,Solotsolot,ASM4,PH012920000
PH086016033,Solsogon,ASM4,PH086016000
PH056203061,Somagongsong,ASM4,PH056203000
PH056205021,Somal-ot (Pob.),ASM4,PH056205000
PH168501026,Sombrado,ASM4,PH168501000
PH103511018,Somiorang,ASM4,PH103511000
PH103513021,Somiorang,ASM4,PH103513000
PH103521021,Somiorang,ASM4,PH103521000
PH153617123,Somiorang,ASM4,PH153617000
PH153627060,Somiorang Bandingun,ASM4,PH153627000
PH084805051,Somoge,ASM4,PH084805000
PH086414013,Somoje,ASM4,PH086414000
PH084803022,Somoroy,ASM4,PH084803000
PH084824021,Somoroy,ASM4,PH084824000
PH072248023,Somosa,ASM4,PH072248000
PH086411019,Son-ok I,ASM4,PH086411000
PH086411026,Son-ok II,ASM4,PH086411000
PH071230054,Sondol,ASM4,PH071230000
PH071230055,Song-on,ASM4,PH071230000
PH097306027,Songayan,ASM4,PH097306000
PH082604055,Songco,ASM4,PH082604000
PH101310013,Songco,ASM4,PH101310000
PH060404019,Songcolan,ASM4,PH060404000
PH071219008,Songculan,ASM4,PH071219000
PH076106036,Songculan,ASM4,PH076106000
PH098303017,Songcuya,ASM4,PH098303000
PH103515026,Songgod,ASM4,PH103515000
PH097325023,Songgoy,ASM4,PH097325000
PH166813012,Songkit,ASM4,PH166813000
PH015517024,Songkoy,ASM4,PH015517000
PH160206011,Songkoy,ASM4,PH160206000
PH166723012,Songkoy,ASM4,PH166723000
PH023113021,Songsong,ASM4,PH023113000
PH112301039,Sonlon,ASM4,PH112301000
PH072242012,Sonog,ASM4,PH072242000
PH015538024,Sonquil,ASM4,PH015538000
PH015527073,Sonson Ongkit,ASM4,PH015527000
PH051703033,Sooc,ASM4,PH051703000
PH051719039,Sooc,ASM4,PH051719000
PH071244019,Soom,ASM4,PH071244000
PH112403025,Soong,ASM4,PH112403000
PH160203038,Soriano,ASM4,PH160203000
PH166817020,Soriano,ASM4,PH166817000
PH012916021,Sorioan,ASM4,PH012916000
PH043403022,Soro-soro,ASM4,PH043403000
PH086407058,Soro-soro,ASM4,PH086407000
PH101804015,Soro-soro,ASM4,PH101804000
PH054109017,Sorosimbajan,ASM4,PH054109000
PH041005103,Sorosoro Ibaba,ASM4,PH041005000
PH041005104,Sorosoro Ilaya,ASM4,PH041005000
PH041005105,Sorosoro Karsada,ASM4,PH041005000
PH072229014,Sorsogon (Balimaya),ASM4,PH072229000
PH104206014,Soso-on,ASM4,PH104206000
PH023126025,Sotero Nuesa,ASM4,PH023126000
PH140119019,South Balioag,ASM4,PH140119000
PH063022172,South Baluarte,ASM4,PH063022000
PH137602028,South Cembo,ASM4,PH137602000
PH034918024,South Central Poblacion,ASM4,PH034918000
PH051734040,South Centro (Pob.),ASM4,PH051734000
PH137607027,South Daang Hari,ASM4,PH137607000
PH141102157,South Drive,ASM4,PH141102000
PH063022060,South Fundidor,ASM4,PH063022000
PH072212011,South Granada,ASM4,PH072212000
PH118601014,South Lamidan,ASM4,PH118601000
PH157005001,South Larap (Larap),ASM4,PH157005000
PH153617124,South Madaya Proper,ASM4,PH153617000
PH124711037,South Manuangan,ASM4,PH124711000
PH156618013,South Manubul,ASM4,PH156618000
PH097212021,South Mapang,ASM4,PH097212000
PH156612065,South Musu Laud,ASM4,PH156612000
PH156615010,South Paarol,ASM4,PH156615000
PH034907014,South Poblacion,ASM4,PH034907000
PH037106011,South Poblacion,ASM4,PH037106000
PH037706023,South Poblacion,ASM4,PH037706000
PH051605015,South Poblacion,ASM4,PH051605000
PH056210020,South Poblacion,ASM4,PH056210000
PH072234022,South Poblacion,ASM4,PH072234000
PH076102019,South Poblacion,ASM4,PH076102000
PH101315015,South Poblacion,ASM4,PH101315000
PH101802007,South Poblacion,ASM4,PH101802000
PH104319018,South Poblacion,ASM4,PH104319000
PH140103017,South Poblacion,ASM4,PH140103000
PH074603017,South Poblacion,ASM4,PH074603000
PH074612024,South Poblacion,ASM4,PH074612000
PH074623021,South Poblacion,ASM4,PH074623000
PH063022173,South San Jose,ASM4,PH063022000
PH126501010,South Sepaka,ASM4,PH126501000
PH137607028,South Signal Village,ASM4,PH137607000
PH156612066,South Silumpak,ASM4,PH156612000
PH137404116,South Triangle,ASM4,PH137404000
PH051734041,South Villazar,ASM4,PH051734000
PH034918025,Southeast Poblacion,ASM4,PH034918000
PH112315036,Southern Davao,ASM4,PH112315000
PH104212029,Southern Looc,ASM4,PH104212000
PH112411014,Southern Paligue,ASM4,PH112411000
PH072242013,Southern Poblacion,ASM4,PH072242000
PH072253010,Southern Poblacion,ASM4,PH072253000
PH104202014,Southern Poblacion,ASM4,PH104202000
PH104212030,Southern Poblacion,ASM4,PH104212000
PH034918026,Southwest Poblacion,ASM4,PH034918000
PH156612067,Southwestern Bulikullul,ASM4,PH156612000
PH104204017,Southwestern Poblacion,ASM4,PH104204000
PH054118024,Sowa,ASM4,PH054118000
PH175317020,Sowangan,ASM4,PH175317000
PH023112059,Soyung,ASM4,PH023112000
PH045807015,Special District (Pob.),ASM4,PH045807000
PH101308032,Spring,ASM4,PH101308000
PH128001011,Spring,ASM4,PH128001000
PH030806015,St. Francis II,ASM4,PH030806000
PH031420059,St. Martin de Porres,ASM4,PH031420000
PH083717045,Sta. Mesa Pob. (Dist. 7),ASM4,PH083717000
PH051718066,Station-Church Site,ASM4,PH051718000
PH015531029,Station District,ASM4,PH015531000
PH104210039,Stimson Abordo (Montol),ASM4,PH104210000
PH064510013,Su-ay,ASM4,PH064510000
PH156607036,Su-uh,ASM4,PH156607000
PH035412028,Sua,ASM4,PH035412000
PH050502037,Sua,ASM4,PH050502000
PH051709016,Sua,ASM4,PH051709000
PH051710023,Sua,ASM4,PH051710000
PH056212040,Sua,ASM4,PH056212000
PH063038026,Sua,ASM4,PH063038000
PH071224049,Sua,ASM4,PH071224000
PH072205036,Sua,ASM4,PH072205000
PH086006050,Sua,ASM4,PH086006000
PH086414014,Sua,ASM4,PH086414000
PH166801020,Sua,ASM4,PH166801000
PH050517045,Sua-Igot,ASM4,PH050517000
PH112305026,Sua-on,ASM4,PH112305000
PH012805042,Suabit (Pob.),ASM4,PH012805000
PH015527074,Suaco,ASM4,PH015527000
PH012915008,Suagayan,ASM4,PH012915000
PH012925034,Suagayan,ASM4,PH012925000
PH156608016,Suang Bunah,ASM4,PH156608000
PH103504024,Suarez,ASM4,PH103504000
PH104312014,Suarez,ASM4,PH104312000
PH086024013,Suarez (Manlangit),ASM4,PH086024000
PH036901024,Suaverdez,ASM4,PH036901000
PH112402106,Suawan (Tuli),ASM4,PH112402000
PH112314019,Suawon,ASM4,PH112314000
PH012816032,Suba,ASM4,PH012816000
PH043416038,Suba,ASM4,PH043416000
PH054108019,Suba,ASM4,PH054108000
PH071203012,Suba,ASM4,PH071203000
PH071243035,Suba,ASM4,PH071243000
PH072223040,Suba,ASM4,PH072223000
PH072240013,Suba,ASM4,PH072240000
PH083751035,Suba,ASM4,PH083751000
PH084808052,Suba,ASM4,PH084808000
PH086417043,Suba,ASM4,PH086417000
PH175310016,Suba,ASM4,PH175310000
PH074615024,Suba,ASM4,PH074615000
PH150703021,Suba-an (Pangasahan),ASM4,PH150703000
PH156618014,Suba-suba,ASM4,PH156618000
PH072209022,Suba (Pob.),ASM4,PH072209000
PH084822019,Suba (Pob.),ASM4,PH084822000
PH064505037,Suba (Pob.),ASM4,PH064505000
PH074606022,Suba (Pob.),ASM4,PH074606000
PH072217075,Suba Pob. (Suba San Nicolas),ASM4,PH072217000
PH175214025,Subaan,ASM4,PH175214000
PH072226027,Subabasbas,ASM4,PH072226000
PH012904027,Subadi Norte,ASM4,PH012904000
PH012904028,Subadi Sur,ASM4,PH012904000
PH140113010,Subagan,ASM4,PH140113000
PH156612069,Subah Buaya,ASM4,PH156612000
PH072230022,Subangdaku,ASM4,PH072230000
PH112402107,Subasta,ASM4,PH112402000
PH045806030,Subay,ASM4,PH045806000
PH071208015,Subayon,ASM4,PH071208000
PH072251035,Subayon,ASM4,PH072251000
PH012815016,Subec,ASM4,PH012815000
PH012923008,Subec,ASM4,PH012923000
PH126510022,Suben,ASM4,PH126510000
PH031403022,Subic,ASM4,PH031403000
PH041001021,Subic Ibaba,ASM4,PH041001000
PH041001022,Subic Ilaya,ASM4,PH041001000
PH061912024,Sublangon,ASM4,PH061912000
PH051606050,Submakin,ASM4,PH051606000
PH063029047,Subog,ASM4,PH063029000
PH034911064,Subol,ASM4,PH034911000
PH041023038,Subukin,ASM4,PH041023000
PH140120008,Subusob,ASM4,PH140120000
PH013313029,Subusub,ASM4,PH013313000
PH035402013,Sucad,ASM4,PH035402000
PH137603007,Sucat,ASM4,PH137603000
PH052001019,Suchan,ASM4,PH052001000
PH035413045,Suclaban,ASM4,PH035413000
PH067904011,Suclaran,ASM4,PH067904000
PH035403034,Suclayin,ASM4,PH035403000
PH037701012,Suclayin,ASM4,PH037701000
PH098305027,Suclema,ASM4,PH098305000
PH126502028,Sucob,ASM4,PH126502000
PH012914032,Sucoc,ASM4,PH012914000
PH013310036,Sucoc Norte,ASM4,PH013310000
PH013310037,Sucoc Sur,ASM4,PH013310000
PH103508027,Sucodan,ASM4,PH103508000
PH031407030,Sucol,ASM4,PH031407000
PH043405050,Sucol,ASM4,PH043405000
PH012818021,Sucsuquen,ASM4,PH012818000
PH156619007,Sucuban,ASM4,PH156619000
PH124704039,Sudapin,ASM4,PH124704000
PH097319029,Sudlon,ASM4,PH097319000
PH103518024,Sudlon,ASM4,PH103518000
PH112510016,Sudlon,ASM4,PH112510000
PH166723013,Sudlon,ASM4,PH166723000
PH166801021,Sudlon,ASM4,PH166801000
PH071202014,Sudlon (Omhor),ASM4,PH071202000
PH072217076,Sudlon I,ASM4,PH072217000
PH072217088,Sudlon II,ASM4,PH072217000
PH072211029,Sudlonon,ASM4,PH072211000
PH086413011,Sudmon,ASM4,PH086413000
PH086416013,Sudmon,ASM4,PH086416000
PH023123018,Suerte,ASM4,PH023123000
PH128002028,Sufatubo,ASM4,PH128002000
PH086412026,Sug-angon,ASM4,PH086412000
PH153828008,Sugadol,ASM4,PH153828000
PH118602033,Sugal,ASM4,PH118602000
PH153619039,Sugan,ASM4,PH153619000
PH166724046,Sugbay,ASM4,PH166724000
PH097338012,Sugbay Dos,ASM4,PH097338000
PH097305024,Sugbay Uno,ASM4,PH097305000
PH104324010,Sugbongcogon,ASM4,PH104324000
PH086002046,Sugca,ASM4,PH086002000
PH050510026,Sugcad,ASM4,PH050510000
PH050514045,Sugcad,ASM4,PH050514000
PH015530031,Sugcong,ASM4,PH015530000
PH015546037,Sugcong,ASM4,PH015546000
PH060413021,Sugnod,ASM4,PH060413000
PH045622081,Sugod,ASM4,PH045622000
PH056216065,Sugod,ASM4,PH056216000
PH086006058,Sugod,ASM4,PH086006000
PH086020049,Sugod,ASM4,PH086020000
PH086023021,Sugod,ASM4,PH086023000
PH097330025,Sugod,ASM4,PH097330000
PH101321030,Sugod,ASM4,PH101321000
PH103506032,Sugod,ASM4,PH103506000
PH153601025,Sugod,ASM4,PH153601000
PH153604043,Sugod,ASM4,PH153604000
PH153613033,Sugod,ASM4,PH153613000
PH175903013,Sugod,ASM4,PH175903000
PH175911018,Sugod,ASM4,PH175911000
PH086024011,Sugod (Pob.),ASM4,PH086024000
PH153629034,Sugod I,ASM4,PH153629000
PH153629036,Sugod Mawatan,ASM4,PH153629000
PH153617125,Sugod Proper,ASM4,PH153617000
PH086002047,Sugponon,ASM4,PH086002000
PH051712030,Sugsugin,ASM4,PH051712000
PH056207044,Suguian,ASM4,PH056207000
PH013311037,Suguidan Norte,ASM4,PH013311000
PH013311038,Suguidan Sur,ASM4,PH013311000
PH097215025,Suguilon,ASM4,PH097215000
PH037707037,Suguit,ASM4,PH037707000
